Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000131584,ACAP3,0.08068680779652804,-0.8540880165711582,0.0025461664643087623,0.14599874974789273,0.8540880165711582,0.0025461664643087623
ENSG00000169972,PUSL1,0.09405310726989227,0.1193118504147268,0.7663481129526665,0.08659236191943982,-0.1193118504147268,0.7663481129526665
ENSG00000127054,INTS11,0.3599120638681493,0.2486034643521009,0.45858276545707016,0.30292942558528285,-0.2486034643521009,0.45858276545707016
ENSG00000240731,AL139287.1,0.0006520146084567921,2.5023284547014946,0.10950119149601502,0.0,-2.5023284547014946,0.10950119149601502
ENSG00000224051,CPTP,0.10953845422074109,0.8166398396977246,0.003944639449174796,0.06213936935082725,-0.8166398396977246,0.003944639449174796
ENSG00000169962,TAS1R3,0.004564102259197545,1.8684563534993934,0.0037641323711513274,0.0011507290620523564,-1.8684563534993934,0.0037641323711513274
ENSG00000107404,DVL1,0.0668314973668212,0.399870570224635,0.24153001201540272,0.05063207873030368,-0.399870570224635,0.24153001201540272
ENSG00000162576,MXRA8,0.027058606250956876,3.171787229509425,1.441602879075976e-15,0.002876822655130891,-3.171787229509425,1.441602879075976e-15
ENSG00000175756,AURKAIP1,0.7921977492750025,-0.4151089968409281,0.16575652551272246,1.0563692789640633,0.4151089968409281,0.16575652551271103
ENSG00000221978,CCNL2,0.33758056352850413,0.22494679876739454,0.5197437994921409,0.28883299457514144,-0.22494679876739454,0.5197437994921409
ENSG00000224870,MRPL20-AS1,0.12371977195467632,0.8106767538303874,0.003918666554352206,0.07048215505070683,-0.8106767538303874,0.003918666554352206
